shipment_id,order_id,priority,warehouse_code,vehicle_id,vehicle_type,driver_id,driver_name,estimated_delivery,eta_status,decision_status,business_explanation
SHP007403,ORD007403,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-07-11 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007404,ORD007404,Express,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-27 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007405,ORD007405,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-02-02 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007406,ORD007406,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-04-11 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007407,ORD007407,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-07-25 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007408,ORD007408,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-06-22 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007409,ORD007409,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-01-30 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007410,ORD007410,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-04-09 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007411,ORD007411,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-08-21 06:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007412,ORD007412,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2026-01-01 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007413,ORD007413,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-07-29 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007414,ORD007414,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-12-08 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007415,ORD007415,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-12-30 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007416,ORD007416,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-06-17 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007417,ORD007417,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-04-06 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007418,ORD007418,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-07-29 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007419,ORD007419,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-03-20 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007420,ORD007420,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-02-14 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007421,ORD007421,Express,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-08-05 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007422,ORD007422,Express,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-11-26 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007423,ORD007423,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-01-09 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007424,ORD007424,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-11-24 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007425,ORD007425,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-03-12 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007426,ORD007426,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-08-02 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007427,ORD007427,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-02-14 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007428,ORD007428,Express,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-07-26 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007429,ORD007429,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-10-20 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007430,ORD007430,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-04-11 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007431,ORD007431,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-12-29 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007432,ORD007432,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-06-28 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007433,ORD007433,Express,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-09-11 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007434,ORD007434,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-11-20 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007435,ORD007435,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-03-23 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007436,ORD007436,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-05-18 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007437,ORD007437,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-03-09 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007438,ORD007438,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-03-04 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007439,ORD007439,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-06-03 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007440,ORD007440,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-06-20 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007441,ORD007441,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-12-28 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007442,ORD007442,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-01-10 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007443,ORD007443,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-15 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007444,ORD007444,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-08-05 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007445,ORD007445,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-08-19 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007446,ORD007446,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-01-25 06:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007447,ORD007447,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-02-14 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007448,ORD007448,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-06-20 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007449,ORD007449,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-04-16 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007450,ORD007450,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-11-19 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007451,ORD007451,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-09-22 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007452,ORD007452,Express,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-09-21 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007453,ORD007453,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-08-08 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007454,ORD007454,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-02-09 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007455,ORD007455,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-08-02 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007456,ORD007456,Express,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-02-16 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007457,ORD007457,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-06 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007458,ORD007458,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-12-07 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007459,ORD007459,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-04-21 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007460,ORD007460,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-03-04 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007461,ORD007461,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-10-29 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007462,ORD007462,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-03-30 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007463,ORD007463,Express,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-02-08 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007464,ORD007464,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-08-25 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007465,ORD007465,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-04-30 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007466,ORD007466,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-05-05 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007467,ORD007467,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-07-29 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007468,ORD007468,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-10-18 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007469,ORD007469,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-12-05 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007470,ORD007470,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-10-14 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007471,ORD007471,Express,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-11-17 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007472,ORD007472,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-07-16 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007473,ORD007473,Express,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-03-27 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007474,ORD007474,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-10-03 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007475,ORD007475,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-10-03 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007476,ORD007476,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-04-24 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007477,ORD007477,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-01-24 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007478,ORD007478,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-08-09 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007479,ORD007479,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-09-06 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007480,ORD007480,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-11 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007481,ORD007481,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-10-10 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007482,ORD007482,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-10-24 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007483,ORD007483,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-03-18 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007484,ORD007484,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-04-14 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007485,ORD007485,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-12-17 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007486,ORD007486,Express,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-03-25 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007487,ORD007487,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-05-22 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007488,ORD007488,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-02-16 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007489,ORD007489,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-05-31 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007490,ORD007490,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-03-22 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007491,ORD007491,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-12-02 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007492,ORD007492,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-08-08 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007493,ORD007493,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-11-10 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007494,ORD007494,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-07-05 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007495,ORD007495,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-02-27 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007496,ORD007496,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-11-05 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007497,ORD007497,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-29 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007498,ORD007498,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-04-06 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007499,ORD007499,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-04-10 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007500,ORD007500,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-10-24 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP007501,ORD007501,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-04-01 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007502,ORD007502,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-05-26 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP007503,ORD007503,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-12-07 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP007504,ORD007504,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-08-01 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
